student_id,grade,track,city_tier,parent_involvement,plan_type,monthly_fee_try,enrollment_date,tenure_months,program_adherence_rate,weekly_study_hours_planned,weekly_study_hours_actual,mentor_contact_freq_per_month,days_since_last_contact,message_response_time_hours,late_response_count_30d,trial_exam_count_total,trial_exam_avg_net,trial_exam_score_trend,missed_trial_exam_count,payment_delay_days_avg,support_ticket_count_90d,satisfaction_survey_score,days_to_next_exam,churn,weekly_study_hours_actual_missing,satisfaction_missing
STU101157,11. Sınıf,Sayısal,Tier 3,Yüksek,Aylık,1697.0,2025-10-12,10.4,0.627,11.6,6.9,4.0,7,45.8,0,20,41.9,-0.32,0,0.9,2,4.4,665,0,0,0
STU101382,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1813.0,2026-02-11,6.4,0.615,13.4,8.8,5.4,13,16.8,6,13,33.2,4.02,3,2.4,0,3.6,298,0,0,1
STU100093,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4706.0,2026-07-07,1.6,0.373,17.9,7.3,4.6,22,3.3,3,3,48.2,0.15,0,4.7,0,3.5,298,0,0,1
STU102891,Mezun,Eşit Ağırlık,Tier 3,Düşük,3 Aylık,4750.0,2026-05-07,3.6,0.441,16.2,7.9,4.1,24,18.0,2,7,41.9,-2.0,1,4.2,2,2.1,301,1,0,0
STU101778,12. Sınıf,Sayısal,Tier 2,Düşük,Yıllık,18135.0,2026-02-23,6.0,0.363,13.1,4.6,2.2,13,18.8,2,12,39.7,-3.68,1,1.7,1,4.6,298,0,0,0
STU102047,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1812.0,2026-02-20,6.1,0.384,9.2,3.9,4.6,8,30.7,3,9,42.0,-3.08,3,0.2,1,5.0,303,0,0,0
STU101404,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,Yıllık,16186.0,2026-07-01,1.8,0.543,13.2,7.7,3.4,3,23.5,1,3,26.4,0.63,1,21.6,0,4.5,666,0,0,0
STU100289,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1893.0,2025-10-03,10.7,0.729,20.6,14.5,5.4,16,27.4,0,21,74.0,0.29,1,10.2,0,3.6,663,1,0,1
STU102626,12. Sınıf,Sayısal,Tier 3,Düşük,Aylık,1805.0,2026-01-14,7.3,0.82,13.7,10.4,4.4,80,11.3,1,22,35.9,-2.27,1,0.5,0,4.1,297,0,0,0
STU101694,12. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,3 Aylık,5031.0,2025-11-14,9.3,0.646,15.0,10.5,4.9,19,67.0,4,19,49.7,-1.97,1,6.5,3,3.0,298,1,0,0
STU103199,Mezun,Eşit Ağırlık,Tier 2,Düşük,Yıllık,16341.0,2026-07-25,1.0,0.68,13.3,7.0,7.3,11,35.8,4,2,33.2,1.97,1,2.3,2,3.1,299,0,0,0
STU101929,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1827.0,2026-03-04,5.7,0.515,12.5,7.6,5.1,3,15.4,2,11,37.4,-1.17,1,1.9,0,4.1,301,0,0,0
STU103416,12. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,4976.0,2026-08-09,0.5,0.895,13.5,10.4,2.8,7,3.5,2,1,59.5,1.2,1,1.3,0,3.4,300,0,0,0
STU101234,11. Sınıf,Sözel,Tier 2,Orta,Yıllık,17114.0,2025-12-27,7.9,0.48,13.5,8.6,3.0,23,21.4,1,16,61.6,0.34,1,23.5,2,3.6,663,1,0,1
STU103129,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1746.0,2026-05-07,3.6,0.55,17.6,7.1,4.3,19,30.4,0,9,52.2,0.49,3,1.4,1,4.4,298,1,0,0
STU102671,12. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Yıllık,17800.0,2026-01-26,6.9,0.613,10.2,6.9,5.0,14,17.1,1,9,58.3,-3.91,1,0.4,0,4.4,299,0,0,0
STU101986,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1723.0,2026-01-26,6.9,0.685,10.9,8.6,4.5,9,15.1,2,13,47.2,3.0,1,1.1,0,3.7,664,0,0,0
STU100630,Mezun,Eşit Ağırlık,Tier 2,Yüksek,3 Aylık,4481.0,2026-02-20,6.1,0.791,15.2,12.6,4.2,22,6.3,0,9,32.3,-2.39,0,6.1,0,2.7,302,0,0,0
STU101904,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Yıllık,16913.0,2026-07-16,1.3,0.846,12.3,7.4,6.0,4,17.6,1,2,36.6,-5.53,1,0.8,0,5.0,298,0,0,0
STU100988,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4372.0,2026-05-22,3.1,0.627,17.5,11.5,6.1,43,19.9,1,5,60.2,-1.12,4,1.3,0,4.5,297,1,0,0
STU101687,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1806.0,2025-12-30,7.8,0.649,18.2,11.1,3.7,12,21.7,1,11,38.0,4.74,2,6.5,3,3.6,300,0,0,1
STU101126,12. Sınıf,Sözel,Tier 2,Yüksek,Aylık,1841.0,2026-04-10,4.5,0.595,10.6,6.1,4.7,6,12.7,2,8,44.4,-3.49,1,5.5,1,3.6,301,0,0,1
STU101092,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1781.0,2025-12-03,8.7,0.219,16.4,4.3,3.6,6,16.6,5,18,51.9,0.7,2,2.2,1,2.3,298,0,0,0
STU101596,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,4957.0,2026-06-12,2.4,0.659,15.6,9.3,3.8,2,20.8,4,6,82.3,-3.04,1,1.8,1,4.3,667,0,0,0
STU101951,11. Sınıf,Eşit Ağırlık,Tier 2,Orta,3 Aylık,4696.0,2026-04-10,4.5,0.822,14.8,11.0,3.9,39,18.8,4,9,51.2,5.11,3,14.7,1,3.4,667,1,0,0
STU101982,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,5031.0,2026-06-19,2.2,0.86,10.7,9.9,4.2,38,15.9,2,3,30.8,-0.35,1,0.1,0,4.0,297,1,0,0
STU103352,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4949.0,2026-04-19,4.2,0.432,13.8,5.9,6.4,6,24.0,1,7,49.0,5.35,2,0.8,1,3.5,666,0,0,0
STU101850,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,Aylık,1801.0,2025-08-12,12.4,0.857,13.3,11.0,3.5,43,16.0,1,34,51.2,4.0,1,4.5,1,3.6,663,0,0,1
STU100151,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5152.0,2026-01-20,7.1,0.459,15.8,7.6,2.2,17,11.9,7,9,46.4,-1.46,6,1.0,1,3.0,299,1,0,0
STU103195,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,17770.0,2025-10-18,10.2,0.99,12.2,13.5,3.8,0,27.7,0,9,54.3,-0.99,2,2.6,1,2.5,302,0,0,0
STU100073,11. Sınıf,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,5104.0,2026-07-16,1.3,0.38,15.2,7.4,5.5,14,19.9,3,3,34.7,0.2,1,2.2,1,2.6,667,0,0,0
STU103385,12. Sınıf,Dil,Tier 1 (Büyükşehir),Yüksek,Aylık,1784.0,2026-02-14,6.3,0.7,11.7,9.5,2.4,19,53.3,2,15,67.2,-2.85,3,5.2,4,4.0,303,1,0,0
STU102954,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4789.0,2025-11-27,8.9,0.7,21.7,15.3,4.5,4,3.6,4,23,37.5,2.22,2,0.0,3,3.0,301,0,0,0
STU101952,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1716.0,2026-07-19,1.2,0.809,15.6,14.7,2.1,25,9.3,5,3,54.4,-0.86,1,1.2,1,4.8,298,1,0,0
STU102148,Mezun,Eşit Ağırlık,Tier 2,Düşük,Aylık,1791.0,2026-03-04,5.7,0.787,8.6,9.0,5.4,9,47.9,3,15,71.5,0.59,3,3.1,1,4.6,302,0,1,0
STU103190,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,17163.0,2025-07-28,12.9,0.56,12.1,6.6,3.0,2,44.2,2,19,22.9,2.5,2,7.1,1,3.6,666,0,0,0
STU102557,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,3 Aylık,4998.0,2025-07-31,12.8,0.31,15.6,4.5,4.2,6,35.1,3,20,38.9,1.54,4,6.7,1,3.5,667,1,0,1
STU100878,12. Sınıf,Sözel,Tier 3,Yüksek,Yıllık,18199.0,2026-06-19,2.2,0.651,16.8,7.9,5.5,6,3.6,3,5,37.9,-2.39,0,0.0,2,3.6,300,1,0,1
STU102788,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1729.0,2026-02-08,6.5,0.557,15.5,7.5,3.2,17,16.2,1,10,30.6,-3.51,2,0.8,0,2.4,298,1,0,0
STU101650,11. Sınıf,Eşit Ağırlık,Tier 3,Yüksek,Aylık,1638.0,2026-05-22,3.1,0.666,13.0,9.1,5.9,29,55.5,0,8,37.5,-2.33,1,5.9,2,4.0,663,1,0,0
STU101034,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1658.0,2026-02-14,6.3,0.99,12.0,11.7,2.8,7,11.6,0,15,35.0,2.55,3,2.4,0,2.8,301,1,0,0
STU101049,11. Sınıf,Sayısal,Tier 2,Yüksek,3 Aylık,4809.0,2025-11-17,9.2,0.834,16.0,16.9,4.7,6,29.6,2,23,53.3,-1.52,3,1.4,1,3.4,662,0,0,0
STU102333,11. Sınıf,Eşit Ağırlık,Tier 2,Düşük,3 Aylık,4822.0,2026-01-26,6.9,0.362,17.9,5.2,4.1,7,23.0,3,13,34.6,1.66,3,6.3,1,1.8,666,0,0,0
STU102304,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1877.0,2026-06-06,2.6,0.344,18.9,5.6,5.3,23,9.3,3,5,63.2,-0.5,1,0.5,0,4.7,300,0,0,0
STU101657,Mezun,Eşit Ağırlık,Tier 3,Düşük,3 Aylık,4960.0,2026-06-15,2.3,0.35,14.0,5.0,2.5,31,7.9,2,4,62.1,-0.52,2,6.7,1,4.5,299,0,0,0
STU101744,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,4915.0,2026-02-05,6.6,0.596,13.8,8.0,5.4,4,37.2,0,14,62.9,-0.08,2,1.0,1,3.3,303,0,0,0
STU102037,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,3 Aylık,4930.0,2026-07-31,0.8,0.639,17.8,12.8,4.7,1,13.3,0,2,51.3,3.01,1,1.7,1,3.0,663,0,0,0
STU102203,11. Sınıf,Sözel,Tier 2,Yüksek,Aylık,1767.0,2026-07-25,1.0,0.673,7.1,4.2,7.8,10,17.6,1,2,70.3,7.23,0,1.2,0,4.6,662,0,0,0
STU101541,11. Sınıf,Sayısal,Tier 2,Orta,Aylık,1772.0,2026-03-01,5.8,0.652,15.4,9.6,4.8,2,18.0,1,13,47.4,-1.52,0,1.9,1,2.5,662,0,0,0
STU102184,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5019.0,2026-06-22,2.1,0.733,9.5,5.6,4.6,17,19.6,1,4,50.7,1.41,2,0.7,1,3.3,300,1,0,0
STU101277,11. Sınıf,Sayısal,Tier 3,Yüksek,3 Aylık,4681.0,2026-04-06,4.6,0.99,11.1,10.9,3.9,19,35.8,2,8,49.0,-2.17,3,0.2,1,3.5,668,0,0,1
STU101634,Mezun,Sözel,Tier 1 (Büyükşehir),Yüksek,Aylık,1759.0,2026-08-06,0.6,0.652,15.4,11.2,6.0,2,25.1,2,1,46.7,-1.26,1,7.9,1,3.5,299,0,0,0
STU101792,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1814.0,2026-06-28,1.9,0.79,10.3,7.8,4.1,0,36.9,1,5,43.7,0.38,0,3.6,0,5.0,667,0,0,0
STU100971,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1842.0,2026-05-16,3.3,0.836,7.0,6.1,5.5,8,57.7,1,8,58.1,-1.07,2,2.2,2,3.2,668,0,0,0
STU101448,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,Aylık,1658.0,2025-08-30,11.8,0.645,11.1,6.4,2.3,1,37.1,1,24,33.1,-1.27,3,10.2,3,3.4,297,0,0,0
STU102730,11. Sınıf,Sözel,Tier 2,Orta,Aylık,1816.0,2026-01-11,7.4,0.766,11.7,8.9,6.6,2,17.3,3,16,52.8,-1.23,1,0.6,0,2.1,668,0,0,0
STU101797,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4171.0,2026-03-16,5.3,0.757,16.5,9.0,3.9,6,28.2,1,14,46.9,-3.23,0,6.1,1,4.5,297,1,1,0
STU102543,11. Sınıf,Dil,Tier 2,Düşük,3 Aylık,5262.0,2026-06-25,2.0,0.466,17.0,6.6,3.2,5,6.9,0,4,42.7,1.45,2,8.2,3,3.5,667,0,0,1
STU103183,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Düşük,Aylık,1935.0,2026-03-13,5.4,0.736,11.6,7.4,5.3,16,57.1,0,14,55.6,1.37,1,0.3,3,3.6,666,1,0,1
STU103255,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1753.0,2026-07-13,1.4,0.847,17.1,15.6,2.6,22,3.1,1,2,63.1,1.81,1,5.4,3,3.3,297,0,0,0
STU100372,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,3 Aylık,5158.0,2026-05-25,3.0,0.664,13.0,9.1,4.6,3,1.3,1,6,62.4,2.26,1,2.6,1,3.4,298,0,0,0
STU100133,12. Sınıf,Sayısal,Tier 3,Orta,Aylık,1882.0,2026-04-25,4.0,0.737,11.5,7.9,2.6,7,48.2,5,10,45.2,-2.59,2,0.2,0,4.3,300,0,0,0
STU101220,11. Sınıf,Eşit Ağırlık,Tier 2,Yüksek,Aylık,1825.0,2026-01-05,7.6,0.813,13.1,12.0,4.2,7,6.7,3,14,51.5,2.21,0,3.7,1,4.0,668,0,0,0
STU101440,11. Sınıf,Sözel,Tier 3,Orta,3 Aylık,4899.0,2025-11-02,9.7,0.558,12.2,7.3,5.7,34,20.7,3,21,52.6,0.98,0,0.8,0,3.0,665,0,0,0
STU100739,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1948.0,2026-07-07,1.6,0.649,16.3,10.2,3.3,17,12.1,1,3,51.7,0.38,2,2.6,0,4.7,303,0,0,0
STU101124,12. Sınıf,Sayısal,Tier 2,Orta,Yıllık,17223.0,2026-03-04,5.7,0.792,7.8,6.9,4.6,31,64.0,3,13,46.3,2.4,1,0.7,3,4.2,297,0,0,0
STU101001,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Yıllık,16611.0,2025-05-01,15.8,0.441,15.2,6.4,3.7,6,18.2,4,28,56.4,-4.06,2,17.5,2,2.0,300,1,0,0
STU101342,12. Sınıf,Sayısal,Tier 2,Yüksek,3 Aylık,4886.0,2026-05-01,3.8,0.196,13.9,2.2,5.8,27,12.0,3,8,66.0,-1.53,3,0.3,0,3.5,298,0,0,0
STU102739,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,3 Aylık,4751.0,2026-08-06,0.6,0.653,14.1,11.2,5.1,0,10.2,5,1,48.7,2.69,1,1.6,0,3.9,303,0,0,0
STU103384,11. Sınıf,Dil,Tier 2,Orta,3 Aylık,4945.0,2026-04-25,4.0,0.781,18.6,16.9,2.4,13,27.4,2,9,34.6,0.31,1,7.1,1,4.8,663,0,0,0
STU103206,11. Sınıf,Sayısal,Tier 3,Orta,3 Aylık,4958.0,2026-02-02,6.7,0.754,8.2,9.0,7.2,32,13.7,2,10,49.7,2.05,3,15.1,3,4.1,665,0,1,0
STU101603,Mezun,Eşit Ağırlık,Tier 2,Düşük,Yıllık,15378.0,2025-11-17,9.2,0.832,19.1,18.3,3.8,6,10.2,3,14,47.2,-2.04,4,1.5,1,2.6,300,0,0,0
STU102099,11. Sınıf,Eşit Ağırlık,Tier 3,Orta,Yıllık,16930.0,2026-07-16,1.3,0.737,11.4,9.2,2.5,8,14.2,1,3,54.2,0.61,2,19.2,0,3.6,662,0,1,1
STU102628,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,Yıllık,16075.0,2026-06-22,2.1,0.954,11.0,8.4,3.9,0,14.9,1,4,46.3,-1.4,4,6.0,0,3.6,300,0,0,1
STU100097,11. Sınıf,Sözel,Tier 1 (Büyükşehir),Orta,Aylık,1743.0,2026-04-25,4.0,0.514,12.7,7.3,4.2,13,25.7,3,8,65.4,3.24,4,24.5,2,3.5,667,1,0,0
STU100398,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Yıllık,17973.0,2026-06-12,2.4,0.534,16.4,8.8,3.4,14,43.9,1,6,35.5,0.71,1,0.4,2,1.9,298,1,0,0
STU101585,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Aylık,1726.0,2026-06-12,2.4,0.65,17.8,11.4,4.8,4,11.9,2,4,60.5,-2.64,3,0.3,0,3.6,299,1,0,1
STU102687,12. Sınıf,Sayısal,Tier 2,Düşük,Yıllık,16245.0,2025-10-06,10.6,0.715,11.6,8.7,5.1,22,10.6,4,18,64.7,2.39,1,4.4,1,4.2,298,0,0,0
STU102669,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Yıllık,14841.0,2026-03-01,5.8,0.72,16.4,12.6,4.6,31,18.8,1,12,52.7,-1.22,2,2.3,0,3.6,298,1,0,1
STU100264,Mezun,Sayısal,Tier 2,Orta,3 Aylık,5231.0,2026-07-13,1.4,0.678,11.9,7.8,5.6,17,24.8,2,3,61.0,0.07,1,0.6,3,3.3,297,0,0,0
STU100327,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1918.0,2026-06-28,1.9,0.909,18.5,15.4,5.3,3,21.6,2,5,56.8,2.14,3,0.1,1,4.1,300,0,0,0
STU103101,11. Sınıf,Sayısal,Tier 2,Düşük,3 Aylık,4945.0,2025-12-30,7.8,0.82,9.6,6.5,3.5,4,16.4,6,14,41.5,-1.76,2,0.3,0,3.5,662,0,0,1
STU100562,Mezun,Sayısal,Tier 2,Orta,Aylık,1764.0,2026-04-22,4.1,0.613,8.8,6.4,4.2,2,38.9,1,7,61.0,0.35,2,5.0,1,3.4,297,0,0,0
STU101367,11. Sınıf,Sayısal,Tier 2,Orta,3 Aylık,5161.0,2025-10-12,10.4,0.431,15.6,6.0,2.0,4,11.2,2,20,23.2,-2.19,2,0.9,1,4.3,668,0,0,0
STU102370,12. Sınıf,Eşit Ağırlık,Tier 2,Düşük,Yıllık,17921.0,2026-02-20,6.1,0.323,11.8,3.8,4.7,6,5.9,2,14,52.4,-0.33,1,1.6,1,5.0,300,0,0,0
STU102569,Mezun,Sayısal,Tier 2,Yüksek,3 Aylık,4450.0,2026-05-07,3.6,0.99,12.4,11.3,5.1,6,4.5,1,9,53.4,-0.92,0,11.4,1,3.5,297,0,0,1
STU102172,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1779.0,2026-04-03,4.7,0.702,13.5,9.6,2.7,4,13.1,2,7,66.4,3.1,2,5.2,0,3.6,301,0,0,1
STU103097,12. Sınıf,Sayısal,Tier 2,Yüksek,Yıllık,15591.0,2026-03-01,5.8,0.973,15.1,9.2,2.5,14,24.0,1,10,41.1,-3.24,2,8.5,0,3.6,302,1,1,0
STU101353,12. Sınıf,Sayısal,Tier 2,Orta,Aylık,1684.0,2026-02-26,5.9,0.699,9.5,6.6,5.7,15,10.1,0,9,57.4,2.01,1,1.2,1,3.6,297,0,0,1
STU102539,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,Aylık,1762.0,2026-06-03,2.7,0.717,16.0,9.7,4.4,32,24.7,1,5,41.5,3.61,2,4.7,0,3.6,298,0,0,1
STU101065,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1820.0,2026-06-28,1.9,0.744,15.5,14.2,4.9,34,22.8,3,4,65.4,-0.61,1,6.5,2,3.6,303,0,0,0
STU103284,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1830.0,2025-11-30,8.8,0.786,16.8,12.8,4.9,38,24.4,4,15,62.0,2.49,0,5.9,1,4.1,665,0,0,0
STU100661,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,Yıllık,16054.0,2026-07-25,1.0,0.346,12.4,4.1,2.5,2,26.8,2,3,64.6,-1.24,2,2.5,2,3.7,303,0,0,0
STU103040,12. Sınıf,Sözel,Tier 3,Orta,Aylık,1624.0,2025-07-03,13.7,0.813,21.8,13.7,1.4,9,42.6,1,23,43.9,-0.8,2,7.5,1,1.6,300,1,0,0
STU100156,12. Sınıf,Sayısal,Tier 2,Orta,Yıllık,17802.0,2026-08-09,0.5,0.981,17.1,16.4,4.2,3,11.3,1,1,50.4,2.84,1,0.6,1,5.0,300,0,0,0
STU102642,12. Sınıf,Sayısal,Tier 2,Yüksek,Yıllık,16644.0,2026-03-25,5.0,0.638,15.0,9.1,4.9,8,8.6,1,8,52.7,-1.69,1,0.2,1,5.0,299,0,0,0
STU102449,12. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,Aylık,1986.0,2026-07-07,1.6,0.655,12.6,7.0,2.3,15,27.2,1,3,63.9,-0.31,1,7.0,2,3.0,299,1,0,0
STU101767,11. Sınıf,Sözel,Tier 2,Yüksek,Yıllık,17186.0,2025-12-18,8.2,0.751,15.6,11.5,7.2,1,9.9,1,18,51.4,-0.36,3,0.0,4,4.3,665,0,0,0
STU101480,12. Sınıf,Sözel,Tier 3,Düşük,Aylık,1898.0,2025-11-20,9.1,0.503,11.8,7.4,6.2,2,18.2,3,20,43.3,0.01,1,4.4,1,3.7,301,1,0,0
STU100824,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,Yıllık,17427.0,2026-06-03,2.7,0.99,9.7,10.1,6.0,22,3.8,2,5,69.6,-1.24,3,10.5,2,4.1,300,0,0,0
STU101529,11. Sınıf,Sayısal,Tier 2,Düşük,Aylık,1645.0,2026-08-09,0.5,0.508,15.0,7.1,3.6,5,15.0,2,1,38.6,-0.3,1,1.3,0,3.6,662,0,0,1
STU100061,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1860.0,2025-10-12,10.4,0.631,9.0,5.9,3.8,6,5.3,1,25,72.3,0.24,2,2.1,0,2.7,303,0,0,0
STU103307,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,Aylık,1789.0,2026-02-23,6.0,0.529,14.2,6.4,3.6,5,79.4,1,15,48.8,-2.13,1,0.9,0,3.6,668,1,0,1
STU101108,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4843.0,2026-03-10,5.5,0.604,14.4,9.3,4.7,5,8.2,2,9,50.0,-1.44,4,4.2,2,4.0,297,0,0,0
STU101619,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Düşük,3 Aylık,4523.0,2026-03-07,5.6,0.816,16.7,11.2,2.8,12,6.0,1,13,36.7,-1.31,2,3.4,1,3.6,665,0,0,0
STU102284,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,5112.0,2026-06-22,2.1,0.99,13.0,12.3,3.9,17,4.3,1,3,60.5,1.42,1,0.9,1,2.5,662,0,0,0
STU103099,11. Sınıf,Sayısal,Tier 1 (Büyükşehir),Orta,Aylık,1779.0,2026-02-02,6.7,0.72,13.5,12.1,4.2,45,17.7,0,16,68.0,-0.7,3,0.9,2,4.9,668,1,0,0
STU101616,11. Sınıf,Eşit Ağırlık,Tier 1 (Büyükşehir),Orta,3 Aylık,5394.0,2026-05-04,3.7,0.784,12.9,9.0,3.3,0,46.9,2,10,55.7,-1.46,0,0.7,2,3.0,668,1,1,0
STU103343,11. Sınıf,Sayısal,Tier 3,Düşük,Yıllık,16160.0,2026-07-10,1.5,0.894,15.3,15.7,5.8,4,7.6,4,4,55.2,2.19,0,2.0,2,5.0,662,0,0,0
STU101891,Mezun,Sayısal,Tier 1 (Büyükşehir),Düşük,3 Aylık,4944.0,2026-01-05,7.6,0.483,16.6,7.3,2.7,2,23.3,0,17,53.2,-1.01,0,0.7,0,3.5,299,0,0,1
STU103112,12. Sınıf,Eşit Ağırlık,Tier 2,Orta,Aylık,1604.0,2026-01-23,7.0,0.723,14.2,8.6,2.2,9,23.7,4,18,60.3,-1.84,3,4.1,1,4.1,303,1,0,0
STU100760,12. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,Aylık,1784.0,2026-06-06,2.6,0.729,15.0,10.9,4.7,13,6.0,1,7,41.7,-1.17,1,0.3,2,4.5,302,0,0,0
STU101373,Mezun,Eşit Ağırlık,Tier 1 (Büyükşehir),Yüksek,Aylık,1740.0,2026-03-28,4.9,0.632,13.0,6.7,4.5,29,52.6,2,8,58.5,-0.05,1,8.6,1,3.6,298,1,0,1
STU101990,11. Sınıf,Sayısal,Tier 2,Orta,Yıllık,17598.0,2026-05-13,3.4,0.741,20.6,15.7,3.3,5,25.4,1,8,37.6,-1.82,2,0.9,1,4.8,668,0,0,0
STU101881,12. Sınıf,Eşit Ağırlık,Tier 3,Orta,Yıllık,16622.0,2026-03-22,5.1,0.494,13.9,8.4,5.6,6,20.2,2,7,30.5,3.01,0,1.2,0,3.2,301,0,0,0
STU103029,12. Sınıf,Sayısal,Tier 3,Orta,3 Aylık,4921.0,2026-07-28,0.9,0.537,15.6,9.0,4.2,5,23.5,1,2,54.5,1.48,0,0.2,3,3.7,300,0,1,0
STU100142,Mezun,Sözel,Tier 2,Orta,3 Aylık,5095.0,2026-07-22,1.1,0.602,11.3,7.0,4.1,33,14.8,2,2,34.0,0.69,0,2.5,1,3.8,298,1,0,0
STU102401,Mezun,Sayısal,Tier 1 (Büyükşehir),Orta,3 Aylık,4667.0,2025-11-20,9.1,0.629,12.7,8.4,5.8,5,3.6,3,26,59.9,3.51,1,3.1,2,3.5,302,0,0,1
STU103235,11. Sınıf,Dil,Tier 1 (Büyükşehir),Orta,Aylık,1849.0,2026-05-04,3.7,0.567,17.5,8.4,4.0,9,10.9,0,7,77.2,0.96,1,10.4,2,4.7,662,1,0,0
STU102406,12. Sınıf,Eşit Ağırlık,Tier 3,Düşük,3 Aylık,5278.0,2026-03-22,5.1,0.847,16.3,12.6,5.1,22,21.3,2,11,74.7,-0.58,0,2.1,2,3.5,297,0,0,1
STU100355,12. Sınıf,Sayısal,Tier 1 (Büyükşehir),Yüksek,Aylık,1921.0,2025-12-30,7.8,0.66,13.9,8.9,3.2,8,29.3,1,19,45.4,1.1,2,2.1,1,2.0,302,0,0,0
STU100079,Mezun,Sayısal,Tier 2,Düşük,Yıllık,16205.0,2026-06-25,2.0,0.913,7.1,6.4,4.4,16,15.9,1,4,77.0,-0.22,1,0.7,2,3.6,297,0,0,0
STU102389,11. Sınıf,Sayısal,Tier 2,Orta,Aylık,1832.0,2026-05-13,3.4,0.751,12.7,8.6,5.3,2,14.5,4,10,52.1,-2.28,0,1.3,3,2.7,663,0,0,0
